version,weight,weight_post,ft_hispanic,ft_black,ft_white,state2,dist,region,statefip,race,white,black,hispan,asian,whiteid,hispanid,blackid,asianid,raceid,pid7,pid3,ideo,pid_importance,education,education5,education4,age,income,gender,marital,fl_dem,fl_gop,fl_ingroup,fl_outgroup,condition_hard_for_blacks,blacks_no_special_favor,blacks_try_harder,blacks_got_less,rr,protest,petition,contribute_indv,contribute_party,contribute_group,work,campaign_actvt
"ANES2020TimeSeries_20220210",.7929855578,.6807403107,100,100,100,"CA",46,4,6,3,0,0,1,0,,1,,,1,1,-1,4,-2,3,3,2,54,11,2,6,50,50,50,50,5,4,0,5,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.557184427,1.717977293,50,50,50,"VT",1,1,50,1,1,0,0,0,5,,,,5,4,,4,,5,3,2,23,18,1,6,0,50,,,4,3,2,5,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.153601143,1.183748335,50,100,50,"NC",1,3,37,2,0,1,0,0,,,1,,1,1,-1,,-1,6,4,3,41,9,2,1,85,0,85,0,1,0,0,1,.125,1,1,1,1,2,2,2
"ANES2020TimeSeries_20220210",1.546557547,,,,,"TN",3,3,-1,1,1,0,0,0,,,,,,3,0,,0,2,2,1,30,3,2,4,70,60,70,60,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",1.547753979,1.874537618,100,85,60,"IN",1,2,18,3,0,0,1,0,,3,,,3,2,-1,3,-1,2,2,1,43,13,1,6,15,0,15,0,1,0,0,2,.1875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7060040644,,,,,"NC",3,3,37,1,1,0,0,0,,,,,,7,1,7,2,3,3,2,41,9,2,1,15,100,100,15,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.8727099784,.8788606295,70,85,60,"CA",44,4,6,2,0,1,0,0,,,1,,1,1,-1,3,-5,6,4,3,78,17,2,3,100,15,100,15,1,0,0,1,.125,2,2,1,1,2,1,3
"ANES2020TimeSeries_20220210",.7515364661,.7137728145,85,85,85,"AR",2,3,5,6,0,0,0,0,4,,,,,5,0,6,0,7,5,4,55,17,1,1,40,85,85,40,5,4,1,3,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.359337883,.3208658701,85,60,85,"NC",11,3,37,1,1,0,0,0,2,,,,2,7,1,4,3,4,3,2,80,-5,2,3,0,85,85,0,5,4,4,3,1,2,2,1,1,2,2,2
"ANES2020TimeSeries_20220210",.708935241,.7590594182,85,85,85,"AZ",6,4,4,1,1,0,0,0,5,,,,5,5,0,4,0,7,5,4,58,21,1,1,15,50,50,15,5,1,1,4,.6875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.144421177,,,,,"ID",1,4,16,1,1,0,0,0,,,,,,5,0,6,0,2,2,1,50,18,1,1,15,40,40,15,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.9848427521,.988951726,100,100,0,"TN",3,3,13,1,1,0,0,0,5,,,,5,4,0,1,0,5,3,2,33,10,1,6,0,0,,,1,0,0,1,.125,1,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.51085727,2.982685954,50,,50,"IL",3,2,17,3,0,0,1,0,,3,,,3,7,1,,5,2,2,1,24,6,2,6,0,100,100,0,3,2,2,3,.625,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.009021745,.8957673257,50,60,85,"IN",6,2,18,1,1,0,0,0,5,,,,5,7,1,6,4,3,3,2,80,17,1,1,0,100,100,0,3,3,2,3,.6875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.113058688,1.1208842,,,,"FL",18,3,12,1,1,0,0,0,5,,,,5,5,0,6,0,2,2,1,,-9,1,1,0,50,50,0,5,4,2,,,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8908627083,.8123883198,50,50,50,"WI",7,2,55,1,1,0,0,0,3,,,,3,1,-1,3,-2,7,5,4,48,21,2,1,70,49,70,49,2,1,0,2,.3125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.1977458977,.1454079916,65,,75,"WY",1,4,56,1,1,0,0,0,5,,,,5,3,,1,,7,5,4,63,3,2,4,80,5,80,5,1,1,0,2,.25,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7166597363,.7343122992,100,100,100,"CT",1,1,9,1,1,0,0,0,5,,,,5,1,-1,2,-4,7,5,4,36,22,2,1,60,15,60,15,2,0,0,3,.3125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8146004079,1.093808971,,,,"NJ",11,1,34,4,0,0,0,1,,,,,,4,0,4,0,7,5,4,,22,1,1,40,40,,,,,,,,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.9942326051,1.025203858,50,50,50,"WI",3,2,55,1,1,0,0,0,3,,,,3,6,1,6,2,4,3,2,50,20,2,1,30,85,85,30,5,3,3,4,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7812856726,.7982153255,70,100,100,"KY",3,3,21,1,1,0,0,0,3,,,,3,7,1,6,3,2,2,1,62,-9,2,4,15,100,100,15,3,2,2,3,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8531982415,.8000775364,70,70,50,"KY",1,3,21,1,1,0,0,0,1,,,,1,6,1,6,1,6,4,3,80,17,1,1,15,30,30,15,2,4,3,4,.8125,2,2,1,2,2,2,1
"ANES2020TimeSeries_20220210",1.164291023,1.097951942,85,85,85,"TX",8,3,48,1,1,0,0,0,2,,,,2,6,1,5,1,2,2,1,66,7,1,1,40,70,70,40,4,3,3,4,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7600465365,.8786650904,57,70,40,"CO",2,4,8,1,1,0,0,0,5,,,,5,1,-1,1,-3,6,4,3,43,6,1,6,80,0,80,0,1,0,0,1,.125,1,1,1,2,2,2,1
"ANES2020TimeSeries_20220210",.9894815121,.9246863502,85,85,85,"OR",1,4,41,1,1,0,0,0,4,,,,4,1,-1,2,-3,3,3,2,,-9,1,4,85,15,85,15,2,1,1,2,.375,2,1,1,2,2,2,1
"ANES2020TimeSeries_20220210",.5297038256,.5542730601,50,50,50,"TN",2,3,47,1,1,0,0,0,4,,,,4,1,-1,2,-3,8,5,4,39,21,2,1,70,0,70,0,1,1,1,2,.3125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.466775798,.4621534954,50,60,60,"FL",24,3,12,1,1,0,0,0,2,,,,2,2,-1,2,-3,4,3,2,71,19,2,4,85,15,85,15,2,2,0,1,.3125,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5687133864,.5679326282,85,85,85,"CA",23,4,-1,1,1,0,0,0,1,,,,1,7,1,6,4,2,2,1,64,3,2,5,15,85,85,15,5,3,2,5,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.014065876,1.121218786,50,50,100,"KY",4,3,21,1,1,0,0,0,1,,,,1,7,1,6,4,2,2,1,52,16,1,1,50,100,100,50,5,4,4,5,1.125,2,2,2,2,2,1,1
"ANES2020TimeSeries_20220210",.3244062494,.3671955567,,,,"ME",2,1,23,1,1,0,0,0,5,,,,5,4,0,4,0,6,4,3,36,-9,2,6,50,50,,,4,3,2,2,.6875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.9013637701,,,,,"WA",3,4,53,1,1,0,0,0,,,,,,5,0,7,0,5,3,2,51,15,1,1,0,70,70,0,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.8275838108,.7555469733,60,60,60,"MI",1,2,26,1,1,0,0,0,5,,,,5,7,1,,3,3,3,2,56,6,2,1,0,50,50,0,3,3,3,3,.75,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.066616314,1.32028987,50,50,50,"TX",15,3,-1,3,0,0,1,0,,3,,,3,4,0,4,0,1,1,1,65,6,1,4,50,10,,,3,4,3,3,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.074678634,,,,,"NE",2,2,31,1,1,0,0,0,,,,,,7,1,5,2,3,3,2,21,6,1,6,30,70,70,30,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.7329990739,.8150551106,100,100,100,"WY",1,4,56,1,1,0,0,0,5,,,,5,1,-1,3,-4,6,4,3,41,18,2,1,85,15,85,15,2,1,0,1,.25,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",3.338406942,3.369773186,100,100,40,"IN",1,2,18,3,0,0,1,0,,2,,,2,4,,2,,2,2,1,37,10,1,1,60,0,,,1,3,3,1,.5,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5773587556,.5045886676,50,50,50,"CA",18,4,6,1,1,0,0,0,3,,,,3,1,-1,2,-4,8,5,4,72,13,2,3,85,0,85,0,1,0,0,1,.125,2,2,2,2,1,2,1
"ANES2020TimeSeries_20220210",.6231682102,.5801748039,50,50,50,"NJ",3,1,34,1,1,0,0,0,4,,,,4,5,0,5,0,7,5,4,42,11,2,6,50,50,50,50,5,2,3,3,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.469767835,1.414574051,50,50,70,"NY",12,1,36,1,1,0,0,0,4,,,,4,2,-1,4,-3,3,3,2,79,17,1,1,60,20,60,20,2,3,2,3,.625,2,2,1,2,2,2,1
"ANES2020TimeSeries_20220210",.3919785737,.3160178873,80,80,80,"PA",14,1,42,1,1,0,0,0,4,,,,4,6,1,5,4,6,4,3,32,1,1,1,45,30,30,45,2,1,0,2,.3125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8306506141,.9034990305,85,85,85,"CA",11,4,6,1,1,0,0,0,5,,,,5,7,1,7,4,3,3,2,43,13,2,6,0,60,60,0,4,4,3,5,1,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5125052726,.5445857642,85,85,85,"ID",2,4,16,1,1,0,0,0,3,,,,3,1,-1,1,-3,3,3,2,23,3,2,6,40,0,40,0,1,0,0,1,.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.510011675,1.541651515,50,80,50,"CA",41,4,6,2,0,1,0,0,,,2,,2,1,-1,4,-2,3,3,2,36,17,1,6,70,0,70,0,1,0,0,1,.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4469674468,.4023059563,60,50,85,"CA",38,4,6,6,0,0,0,0,5,,,,,4,0,4,0,3,3,2,60,1,1,4,0,70,,,5,4,2,5,1,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5188719882,.5207950749,60,70,70,"NC",3,3,37,1,1,0,0,0,3,,,,3,6,1,5,2,3,3,2,29,16,1,1,0,85,85,0,4,4,4,4,1,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.697017214,2.409743648,70,70,70,"TX",29,3,48,3,0,0,1,0,,2,,,2,3,0,,0,2,2,1,66,3,1,3,50,50,50,50,2,2,2,3,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.244491242,.9160577368,,40,100,"LA",5,3,22,1,1,0,0,0,2,,,,2,7,1,4,5,6,4,3,78,1,1,1,15,85,85,15,4,4,4,5,1.0625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2876070108,.2620168522,100,100,100,"FL",19,3,12,1,1,0,0,0,2,,,,2,6,1,3,2,6,4,3,70,-9,1,1,15,85,85,15,2,4,2,1,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.10456352,,,,,"TN",5,3,47,1,1,0,0,0,,,,,,4,0,3,0,2,2,1,80,5,1,6,15,0,,,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.7479722463,.7250164973,50,50,50,"PA",16,1,42,1,1,0,0,0,5,,,,5,7,1,6,3,5,3,2,33,18,1,1,30,70,70,30,5,3,2,5,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8521591606,.7587194023,85,85,60,"OH",15,2,39,1,1,0,0,0,5,,,,5,2,-1,2,-1,7,5,4,27,9,1,6,40,5,40,5,1,0,0,1,.125,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.719868383,1.584136243,70,85,85,"IN",6,2,18,1,1,0,0,0,4,,,,4,5,0,5,0,7,5,4,61,18,2,1,30,60,60,30,4,3,2,5,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3191379857,.3287641936,50,50,50,"TN",3,3,47,1,1,0,0,0,5,,,,5,3,0,5,0,6,4,3,35,19,1,6,85,0,85,0,1,1,1,1,.25,1,1,1,1,1,2,3
"ANES2020TimeSeries_20220210",1.095623924,1.163571379,85,85,85,"NC",3,3,37,1,1,0,0,0,2,,,,2,7,1,,1,2,2,1,41,-9,2,1,0,100,100,0,2,0,3,2,.4375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.461826789,1.551938987,100,100,100,"CO",1,4,8,1,1,0,0,0,5,,,,5,3,,3,,6,4,3,30,16,1,6,30,30,30,30,1,0,0,1,.125,1,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8163943838,.7242948046,50,50,50,"OH",13,2,39,1,1,0,0,0,5,,,,5,1,-1,3,-3,2,2,1,72,1,2,3,50,50,50,50,3,2,2,2,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.9204633899,.9399878375,50,50,50,"OH",6,2,39,1,1,0,0,0,3,,,,3,6,1,4,2,6,4,3,33,10,2,1,15,85,85,15,2,3,0,3,.5,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6395061196,.7142644901,70,70,70,"MD",2,3,24,1,1,0,0,0,5,,,,5,7,1,6,2,2,2,1,35,16,2,1,50,100,100,50,5,4,3,5,1.0625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.328659729,1.066852432,50,50,50,"FL",24,3,12,3,0,0,1,0,,5,,,5,7,1,6,4,5,3,2,33,8,1,1,0,85,85,0,5,4,4,5,1.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4550414166,.3874876331,60,60,60,"VA",11,3,51,1,1,0,0,0,5,,,,5,1,-1,6,-4,3,3,2,74,2,1,1,100,70,100,70,2,2,1,4,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.054777674,1.0854851,50,85,75,"KY",6,3,21,1,1,0,0,0,4,,,,4,5,0,3,0,7,5,4,38,17,2,1,60,30,30,60,3,1,2,3,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.1789586361,.1610490054,60,60,70,"TX",7,3,48,1,1,0,0,0,5,,,,5,5,0,6,0,3,3,2,80,2,2,4,40,70,70,40,5,4,3,5,1.0625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8744091706,.7822814854,100,100,100,"PA",13,1,42,1,1,0,0,0,2,,,,2,1,-1,,-3,2,2,1,46,2,2,6,100,0,100,0,5,4,1,4,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5104123283,,,,,"OR",4,4,-1,1,1,0,0,0,,,,,,2,-1,,-1,6,4,3,30,10,1,6,,,,,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",2.068664403,,,,,"CA",4,4,6,1,1,0,0,0,,,,,,7,1,6,2,6,4,3,57,-9,1,1,15,60,60,15,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.7187640385,.8572339962,,,,"NY",26,1,36,1,1,0,0,0,,,,,,7,1,6,4,5,3,2,50,4,2,1,0,100,100,0,5,4,2,5,1,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.838380728,2.589867313,50,100,70,"TX",12,3,48,2,0,1,0,0,,,1,,1,3,0,3,0,2,2,1,24,1,2,6,50,50,50,50,3,2,2,3,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.36951969,.3303365806,70,70,70,"FL",22,3,12,1,1,0,0,0,2,,,,2,3,0,4,0,3,3,2,80,16,2,3,70,0,70,0,4,3,3,3,.8125,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.930577454,.8227905565,50,50,,"AL",5,3,1,1,1,0,0,0,2,,,,2,7,1,6,4,6,4,3,59,1,1,1,0,100,100,0,5,4,4,5,1.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.343589746,1.211764309,85,85,85,"MD",8,3,24,1,1,0,0,0,2,,,,2,1,-1,3,-4,2,2,1,74,5,2,1,100,0,100,0,1,3,2,1,.4375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6318614698,.8626254412,50,50,50,"TX",27,3,48,1,1,0,0,0,5,,,,5,5,0,4,0,3,3,2,39,13,2,1,40,40,40,40,2,2,2,3,.5625,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2591341601,.2215780379,85,70,70,"MO",2,2,29,1,1,0,0,0,3,,,,3,1,-1,1,-4,7,5,4,75,10,2,3,85,0,85,0,1,0,0,1,.125,1,1,1,1,2,1,3
"ANES2020TimeSeries_20220210",.4153878479,.4442855927,90,85,30,"CA",13,4,6,4,0,0,0,1,,,,1,1,1,-1,1,-4,6,4,3,30,22,1,6,60,0,60,0,1,0,0,1,.125,1,1,1,2,1,2,2
"ANES2020TimeSeries_20220210",1.463275906,1.465511247,100,100,100,"IA",4,2,19,1,1,0,0,0,5,,,,5,7,1,6,2,2,2,1,,-9,1,4,10,85,85,10,5,2,4,5,1,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.062907705,.9533372269,85,60,,"FL",21,3,12,1,1,0,0,0,2,,,,2,7,1,7,4,6,4,3,80,18,2,1,0,85,85,0,4,4,2,4,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.567278948,1.471794205,70,85,40,"NV",4,4,32,2,0,1,0,0,,,1,,1,1,-1,1,-5,3,3,2,31,13,1,6,100,15,100,15,1,0,0,1,.125,2,2,1,1,2,2,2
"ANES2020TimeSeries_20220210",1.399847214,1.677495871,60,60,,"CA",23,4,-1,3,0,0,1,0,,3,,,3,6,1,4,1,1,1,1,69,6,1,1,70,50,50,70,2,3,3,2,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6440032628,.6024931776,100,100,70,"MA",8,1,25,1,1,0,0,0,5,,,,5,1,-1,2,-1,6,4,3,56,15,2,6,70,0,70,0,1,0,0,1,.125,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4179968061,.3514005669,60,60,60,"PA",11,1,42,1,1,0,0,0,5,,,,5,7,1,6,1,5,3,2,75,14,1,1,0,70,70,0,3,4,3,4,.875,2,2,1,2,2,2,1
"ANES2020TimeSeries_20220210",.56603864,.5257595987,85,85,50,"CA",13,4,6,1,1,0,0,0,3,,,,3,1,-1,1,-5,6,4,3,65,3,2,5,30,0,30,0,1,0,0,1,.125,2,1,2,2,1,1,2
"ANES2020TimeSeries_20220210",1.612502581,1.941720161,75,70,95,"TX",10,3,48,6,0,0,0,0,,,2,,,2,-1,2,-3,7,5,4,29,15,2,6,85,10,85,10,1,0,0,1,.125,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8632619454,.6971339981,85,70,85,"FL",19,3,55,1,1,0,0,0,3,,,,3,7,1,6,3,7,5,4,72,16,2,1,40,85,85,40,2,3,2,3,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4395904727,,,,,"SC",5,3,45,3,0,0,1,0,,,,,,7,1,7,5,4,3,2,60,5,2,4,0,100,100,0,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.6028757027,.4406737948,85,85,50,"CA",23,4,6,3,0,0,1,0,,1,,,1,3,0,4,0,6,4,3,25,1,1,6,40,30,40,30,2,0,0,2,.25,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4389371936,,,,,"TN",5,3,47,1,1,0,0,0,,,,,,7,1,6,4,3,3,2,78,-9,2,3,,0,0,,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",2.527727536,2.553036923,80,70,80,"MO",1,2,29,1,1,0,0,0,3,,,,3,2,-1,3,-4,2,2,1,60,8,2,1,50,40,50,40,2,3,3,3,.6875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8585323206,.7869808196,85,85,85,"LA",6,3,22,1,1,0,0,0,3,,,,3,5,0,6,0,6,4,3,53,6,2,6,0,70,70,0,2,3,3,3,.6875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4405427702,.4130028323,85,85,85,"WA",9,4,53,1,1,0,0,0,5,,,,5,3,0,3,0,6,4,3,66,-9,2,1,70,50,70,50,2,3,2,2,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.048871669,1.802322484,70,70,70,"MA",8,1,25,4,0,0,0,1,,,,1,1,5,0,6,0,8,5,4,35,1,2,1,40,50,50,40,3,2,3,4,.75,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5944717605,.5303070724,50,100,70,"VA",2,3,51,6,0,0,0,0,1,,5,,,5,0,6,0,5,3,2,61,-9,1,1,40,40,40,40,4,4,2,4,.875,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3572102811,.2979567294,100,100,100,"IL",7,2,17,2,0,1,0,0,,,1,,1,1,-1,6,-4,3,3,2,46,6,2,6,100,0,100,0,1,2,0,1,.25,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8132238358,.660150135,50,70,70,"TN",4,3,47,1,1,0,0,0,5,,,,5,5,0,5,0,6,4,3,70,10,2,1,30,70,70,30,4,3,3,3,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.911103588,.7722875921,50,60,80,"OH",2,2,39,1,1,0,0,0,3,,,,3,5,0,6,0,3,3,2,78,-9,2,4,15,86,86,15,2,3,2,2,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3391615084,.2973216599,70,50,100,"OH",1,2,39,1,1,0,0,0,1,,,,1,2,-1,,-2,2,2,1,63,4,2,3,70,50,70,50,2,4,3,2,.6875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8538913156,,,,,"OH",6,2,39,1,1,0,0,0,,,,,,7,1,6,2,3,3,2,40,-5,2,1,0,70,70,0,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.4874405163,.5023043607,80,60,40,"CA",28,4,6,1,1,0,0,0,5,,,,5,1,-1,2,-5,7,5,4,51,20,2,6,85,0,85,0,2,0,0,2,.25,2,1,1,1,1,2,3
"ANES2020TimeSeries_20220210",.8226247938,.7767086085,50,50,50,"TX",36,3,48,1,1,0,0,0,5,,,,5,7,1,6,3,6,4,3,,10,2,1,0,90,90,0,5,4,4,5,1.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6300714427,.7279216606,90,90,85,"CA",5,4,6,1,1,0,0,0,5,,,,5,3,0,3,0,6,4,3,41,18,1,1,60,10,60,10,1,1,0,2,.25,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6551473371,.543715505,50,50,50,"PA",17,1,42,1,1,0,0,0,5,,,,5,7,1,6,1,3,3,2,80,16,2,1,0,70,70,0,5,4,2,4,.9375,2,2,1,1,2,2,2
"ANES2020TimeSeries_20220210",.8153972453,.8590018773,60,60,70,"MD",2,3,24,1,1,0,0,0,3,,,,3,2,-1,4,-2,6,4,3,25,19,2,1,60,70,60,70,2,4,3,5,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.320774128,1.966885135,50,50,50,"IL",18,2,-1,1,1,0,0,0,1,,,,1,5,0,5,0,2,2,1,41,14,2,1,50,50,50,50,4,3,3,4,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2177356877,.1840519002,50,50,40,"OH",8,2,39,6,0,0,0,0,5,,4,,,3,0,2,0,7,5,4,29,9,2,1,40,0,40,0,5,0,0,3,.5,2,1,1,2,2,2,1
"ANES2020TimeSeries_20220210",.4397223985,.4307788671,100,85,60,"IL",10,2,17,1,1,0,0,0,5,,,,5,1,-1,2,-3,7,5,4,57,22,2,4,70,0,70,0,2,2,1,3,.5,2,2,2,2,2,1,1
"ANES2020TimeSeries_20220210",3.946242871,4.635315723,85,100,,"NY",24,1,36,2,0,1,0,0,,,1,,1,1,-1,4,-4,2,2,1,51,8,1,1,85,70,85,70,1,4,2,1,.5,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5544859479,.4606987971,70,70,85,"GA",7,3,13,1,1,0,0,0,4,,,,4,6,1,6,1,7,5,4,31,15,1,1,40,60,60,40,4,2,2,3,.6875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.505712185,2.126611706,50,85,40,"MI",3,2,26,2,0,1,0,0,,,1,,1,1,-1,,-2,6,4,3,58,15,1,1,85,0,85,0,1,0,0,1,.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.567186956,1.104365724,40,50,60,"FL",26,3,12,3,0,0,1,0,,3,,,3,5,0,4,0,4,3,2,53,1,1,4,30,60,60,30,4,2,2,4,.75,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7164246217,.8644492595,50,60,90,"CA",51,4,6,4,0,0,0,1,,,,3,3,7,1,,5,1,1,1,45,18,1,1,15,100,100,15,3,3,2,3,.6875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.534232706,1.507812491,85,75,75,"NJ",7,1,34,1,1,0,0,0,1,,,,1,3,0,4,0,6,4,3,54,21,2,1,80,0,80,0,2,2,2,2,.5,2,1,1,2,1,2,2
"ANES2020TimeSeries_20220210",.3987345123,.4051097435,100,100,100,"MD",8,3,24,1,1,0,0,0,2,,,,2,3,0,4,0,7,5,4,55,17,2,3,40,40,40,40,1,0,0,1,.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.213282981,1.038348717,70,70,70,"NY",2,1,36,1,1,0,0,0,4,,,,4,7,1,6,4,5,3,2,76,-9,1,1,40,70,70,40,2,4,2,4,.75,2,1,1,1,1,2,3
"ANES2020TimeSeries_20220210",.7326997193,.6792764785,85,85,85,"TX",14,3,48,1,1,0,0,0,5,,,,5,7,1,6,1,6,4,3,53,7,1,1,0,100,100,0,3,2,2,3,.625,2,2,1,1,2,2,2
"ANES2020TimeSeries_20220210",.3330188705,.2546416109,85,85,85,"TX",34,3,48,3,0,0,1,0,,2,,,2,1,-1,4,-5,3,3,2,56,1,2,5,85,50,85,50,4,1,1,4,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7509684574,.7359622526,85,85,85,"ID",2,4,16,1,1,0,0,0,5,,,,5,1,-1,2,-4,8,5,4,49,22,2,1,85,0,85,0,1,0,0,1,.125,2,2,1,1,1,2,3
"ANES2020TimeSeries_20220210",1.750180903,1.682197591,60,50,70,"TX",15,3,48,1,1,0,0,0,4,,,,4,4,0,5,0,2,2,1,,11,1,1,50,50,,,3,2,2,2,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2875017211,.2514764942,100,70,70,"NM",3,4,35,3,0,0,1,0,,1,,,1,1,-1,3,-3,7,5,4,55,10,1,6,85,15,85,15,1,0,0,1,.125,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.423398032,1.122078588,85,85,85,"NJ",7,1,34,1,1,0,0,0,3,,,,3,3,0,3,0,7,5,4,72,16,2,1,70,15,70,15,2,1,1,2,.375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.310407795,1.416092174,40,40,40,"ND",1,2,38,5,0,0,0,0,,,,,,5,,5,,2,2,1,57,10,1,1,0,60,60,0,5,2,2,5,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4000840062,.3215650249,70,70,70,"TX",14,3,48,3,0,0,1,0,,2,,,2,2,-1,3,-2,4,3,2,30,13,2,6,85,0,85,0,2,2,1,2,.4375,2,2,2,2,2,2,0
